Animal,File,phase,subphase,t,FileLength,MotionCutoff,FreezeThresh,MinFreezeDuration,bin,range(f),Motion,Freezing
16,200728_SEFL17_MildStressor_g4 Box 4.wmv,noise,post,4,108088,10,50,15,sec_1804.0,"(54120, 54126)",0,100
16,200728_SEFL17_MildStressor_g4 Box 4.wmv,noise,post,4.2,108088,10,50,15,sec_1804.2,"(54126, 54132)",0,100
16,200728_SEFL17_MildStressor_g4 Box 4.wmv,noise,post,4.4,108088,10,50,15,sec_1804.4,"(54132, 54138)",0,100
16,200728_SEFL17_MildStressor_g4 Box 4.wmv,noise,post,4.6,108088,10,50,15,sec_1804.6,"(54138, 54144)",0,100
16,200728_SEFL17_MildStressor_g4 Box 4.wmv,noise,post,4.8,108088,10,50,15,sec_1804.8,"(54144, 54150)",0,100
16,200728_SEFL17_MildStressor_g4 Box 4.wmv,noise,post,5,108088,10,50,15,sec_1805.0,"(54150, 54156)",0,100
16,200728_SEFL17_MildStressor_g4 Box 4.wmv,noise,post,5.2,108088,10,50,15,sec_1805.2,"(54156, 54162)",0,100
16,200728_SEFL17_MildStressor_g4 Box 4.wmv,noise,post,5.4,108088,10,50,15,sec_1805.4,"(54162, 54168)",0,100
16,200728_SEFL17_MildStressor_g4 Box 4.wmv,noise,post,5.6,108088,10,50,15,sec_1805.6,"(54168, 54174)",0,100
16,200728_SEFL17_MildStressor_g4 Box 4.wmv,noise,post,5.8,108088,10,50,15,sec_1805.8,"(54174, 54180)",0,100
16,200728_SEFL17_MildStressor_g4 Box 4.wmv,noise,post,6,108088,10,50,15,sec_1806.0,"(54180, 54186)",0,100
16,200728_SEFL17_MildStressor_g4 Box 4.wmv,noise,post,6.2,108088,10,50,15,sec_1806.2,"(54186, 54192)",0,100
16,200728_SEFL17_MildStressor_g4 Box 4.wmv,noise,post,6.4,108088,10,50,15,sec_1806.4,"(54192, 54198)",0,100
16,200728_SEFL17_MildStressor_g4 Box 4.wmv,noise,post,6.6,108088,10,50,15,sec_1806.6,"(54198, 54204)",0,100
16,200728_SEFL17_MildStressor_g4 Box 4.wmv,noise,post,6.8,108088,10,50,15,sec_1806.8,"(54204, 54210)",0,100
16,200728_SEFL17_MildStressor_g4 Box 4.wmv,noise,post,7,108088,10,50,15,sec_1807.0,"(54210, 54216)",0,100
16,200728_SEFL17_MildStressor_g4 Box 4.wmv,noise,post,7.2,108088,10,50,15,sec_1807.2,"(54216, 54222)",0,100
16,200728_SEFL17_MildStressor_g4 Box 4.wmv,noise,post,7.4,108088,10,50,15,sec_1807.4,"(54222, 54228)",0,100
16,200728_SEFL17_MildStressor_g4 Box 4.wmv,noise,post,7.6,108088,10,50,15,sec_1807.6,"(54228, 54234)",0,100
16,200728_SEFL17_MildStressor_g4 Box 4.wmv,noise,post,7.8,108088,10,50,15,sec_1807.8,"(54234, 54240)",0,100
16,200728_SEFL17_MildStressor_g4 Box 4.wmv,noise,post,8,108088,10,50,15,sec_1808.0,"(54240, 54246)",1.333333333,100
16,200728_SEFL17_MildStressor_g4 Box 4.wmv,noise,post,8.2,108088,10,50,15,sec_1808.2,"(54246, 54252)",0,100
16,200728_SEFL17_MildStressor_g4 Box 4.wmv,noise,post,8.4,108088,10,50,15,sec_1808.4,"(54252, 54258)",0,100
16,200728_SEFL17_MildStressor_g4 Box 4.wmv,noise,post,8.6,108088,10,50,15,sec_1808.6,"(54258, 54264)",0,100
16,200728_SEFL17_MildStressor_g4 Box 4.wmv,noise,post,8.8,108088,10,50,15,sec_1808.8,"(54264, 54270)",0,100
16,200728_SEFL17_MildStressor_g4 Box 4.wmv,noise,post,9,108088,10,50,15,sec_1809.0,"(54270, 54276)",0,100
16,200728_SEFL17_MildStressor_g4 Box 4.wmv,noise,post,9.2,108088,10,50,15,sec_1809.2,"(54276, 54282)",0,100
16,200728_SEFL17_MildStressor_g4 Box 4.wmv,noise,post,9.4,108088,10,50,15,sec_1809.4,"(54282, 54288)",0,100
16,200728_SEFL17_MildStressor_g4 Box 4.wmv,noise,post,9.6,108088,10,50,15,sec_1809.6,"(54288, 54294)",0,100
16,200728_SEFL17_MildStressor_g4 Box 4.wmv,noise,post,9.8,108088,10,50,15,sec_1809.8,"(54294, 54300)",0,100
16,200728_SEFL17_MildStressor_g4 Box 4.wmv,noise,post,10,108088,10,50,15,sec_1810.0,"(54300, 54306)",0,100
16,200728_SEFL17_MildStressor_g4 Box 4.wmv,noise,post,10.2,108088,10,50,15,sec_1810.2,"(54306, 54312)",0,100
16,200728_SEFL17_MildStressor_g4 Box 4.wmv,noise,post,10.4,108088,10,50,15,sec_1810.4,"(54312, 54318)",0,100
16,200728_SEFL17_MildStressor_g4 Box 4.wmv,noise,post,10.6,108088,10,50,15,sec_1810.6,"(54318, 54324)",0,100
16,200728_SEFL17_MildStressor_g4 Box 4.wmv,noise,post,10.8,108088,10,50,15,sec_1810.8,"(54324, 54330)",0,100
16,200728_SEFL17_MildStressor_g4 Box 4.wmv,noise,post,11,108088,10,50,15,sec_1811.0,"(54330, 54336)",0,100
16,200728_SEFL17_MildStressor_g4 Box 4.wmv,noise,post,11.2,108088,10,50,15,sec_1811.2,"(54336, 54342)",0,100
16,200728_SEFL17_MildStressor_g4 Box 4.wmv,noise,post,11.4,108088,10,50,15,sec_1811.4,"(54342, 54348)",0,100
16,200728_SEFL17_MildStressor_g4 Box 4.wmv,noise,post,11.6,108088,10,50,15,sec_1811.6,"(54348, 54354)",0,100
16,200728_SEFL17_MildStressor_g4 Box 4.wmv,noise,post,11.8,108088,10,50,15,sec_1811.8,"(54354, 54360)",0,100
16,200728_SEFL17_MildStressor_g4 Box 4.wmv,noise,post,12,108088,10,50,15,sec_1812.0,"(54360, 54366)",0,100
16,200728_SEFL17_MildStressor_g4 Box 4.wmv,noise,post,12.2,108088,10,50,15,sec_1812.2,"(54366, 54372)",0,100
16,200728_SEFL17_MildStressor_g4 Box 4.wmv,noise,post,12.4,108088,10,50,15,sec_1812.4,"(54372, 54378)",0,100
16,200728_SEFL17_MildStressor_g4 Box 4.wmv,noise,post,12.6,108088,10,50,15,sec_1812.6,"(54378, 54384)",0,100
16,200728_SEFL17_MildStressor_g4 Box 4.wmv,noise,post,12.8,108088,10,50,15,sec_1812.8,"(54384, 54390)",0,100
17,200729_SEFL17_MildStressor_g5(01) Box 1.wmv,min,pre,-30,108087,10,50,15,min_0,"(0, 1800)",13.685,81.27777778
17,200729_SEFL17_MildStressor_g5(01) Box 1.wmv,min,pre,-29,108087,10,50,15,min_1,"(1800, 3600)",125.58,34.38888889
17,200729_SEFL17_MildStressor_g5(01) Box 1.wmv,min,pre,-28,108087,10,50,15,min_2,"(3600, 5400)",9.406666667,90.88888889
17,200729_SEFL17_MildStressor_g5(01) Box 1.wmv,min,pre,-27,108087,10,50,15,min_3,"(5400, 7200)",3.831111111,95.88888889
17,200729_SEFL17_MildStressor_g5(01) Box 1.wmv,min,pre,-26,108087,10,50,15,min_4,"(7200, 9000)",3.711111111,94.83333333
17,200729_SEFL17_MildStressor_g5(01) Box 1.wmv,min,pre,-25,108087,10,50,15,min_5,"(9000, 10800)",1.14,98.44444444
17,200729_SEFL17_MildStressor_g5(01) Box 1.wmv,min,pre,-24,108087,10,50,15,min_6,"(10800, 12600)",1.789444444,96.66666667
17,200729_SEFL17_MildStressor_g5(01) Box 1.wmv,min,pre,-23,108087,10,50,15,min_7,"(12600, 14400)",0.018888889,100
17,200729_SEFL17_MildStressor_g5(01) Box 1.wmv,min,pre,-22,108087,10,50,15,min_8,"(14400, 16200)",0.039444444,100
17,200729_SEFL17_MildStressor_g5(01) Box 1.wmv,min,pre,-21,108087,10,50,15,min_9,"(16200, 18000)",0.006666667,100
17,200729_SEFL17_MildStressor_g5(01) Box 1.wmv,min,pre,-20,108087,10,50,15,min_10,"(18000, 19800)",0.023333333,100
17,200729_SEFL17_MildStressor_g5(01) Box 1.wmv,min,pre,-19,108087,10,50,15,min_11,"(19800, 21600)",2.466666667,95.88888889
17,200729_SEFL17_MildStressor_g5(01) Box 1.wmv,min,pre,-18,108087,10,50,15,min_12,"(21600, 23400)",1.973888889,97.55555556
17,200729_SEFL17_MildStressor_g5(01) Box 1.wmv,min,pre,-17,108087,10,50,15,min_13,"(23400, 25200)",0.021666667,100
17,200729_SEFL17_MildStressor_g5(01) Box 1.wmv,min,pre,-16,108087,10,50,15,min_14,"(25200, 27000)",0.027777778,100
17,200729_SEFL17_MildStressor_g5(01) Box 1.wmv,min,pre,-15,108087,10,50,15,min_15,"(27000, 28800)",0.021666667,100
17,200729_SEFL17_MildStressor_g5(01) Box 1.wmv,min,pre,-14,108087,10,50,15,min_16,"(28800, 30600)",2.800555556,93.61111111
17,200729_SEFL17_MildStressor_g5(01) Box 1.wmv,min,pre,-13,108087,10,50,15,min_17,"(30600, 32400)",0.871111111,99.05555556
17,200729_SEFL17_MildStressor_g5(01) Box 1.wmv,min,pre,-12,108087,10,50,15,min_18,"(32400, 34200)",0.809444444,99.61111111
17,200729_SEFL17_MildStressor_g5(01) Box 1.wmv,min,pre,-11,108087,10,50,15,min_19,"(34200, 36000)",0.051111111,100
17,200729_SEFL17_MildStressor_g5(01) Box 1.wmv,min,pre,-10,108087,10,50,15,min_20,"(36000, 37800)",0.030555556,100
17,200729_SEFL17_MildStressor_g5(01) Box 1.wmv,min,pre,-9,108087,10,50,15,min_21,"(37800, 39600)",0.010555556,100
17,200729_SEFL17_MildStressor_g5(01) Box 1.wmv,min,pre,-8,108087,10,50,15,min_22,"(39600, 41400)",1.575,98.16666667
17,200729_SEFL17_MildStressor_g5(01) Box 1.wmv,min,pre,-7,108087,10,50,15,min_23,"(41400, 43200)",0.016666667,100
17,200729_SEFL17_MildStressor_g5(01) Box 1.wmv,min,pre,-6,108087,10,50,15,min_24,"(43200, 45000)",0.033888889,100
17,200729_SEFL17_MildStressor_g5(01) Box 1.wmv,min,pre,-5,108087,10,50,15,min_25,"(45000, 46800)",6.102222222,89.77777778
17,200729_SEFL17_MildStressor_g5(01) Box 1.wmv,min,pre,-4,108087,10,50,15,min_26,"(46800, 48600)",11.29666667,82.77777778
17,200729_SEFL17_MildStressor_g5(01) Box 1.wmv,min,pre,-3,108087,10,50,15,min_27,"(48600, 50400)",0.410555556,99.55555556
17,200729_SEFL17_MildStressor_g5(01) Box 1.wmv,min,pre,-2,108087,10,50,15,min_28,"(50400, 52200)",6.608333333,87.5
17,200729_SEFL17_MildStressor_g5(01) Box 1.wmv,min,pre,-1,108087,10,50,15,min_29,"(52200, 54000)",0.263888889,99.5
17,200729_SEFL17_MildStressor_g5(01) Box 1.wmv,min,post,0,108087,10,50,15,min_30,"(54000, 55800)",115.7127778,36.77777778
17,200729_SEFL17_MildStressor_g5(01) Box 1.wmv,min,post,1,108087,10,50,15,min_31,"(55800, 57600)",69.00388889,42.94444444
17,200729_SEFL17_MildStressor_g5(01) Box 1.wmv,min,post,2,108087,10,50,15,min_32,"(57600, 59400)",76.275,45.94444444
17,200729_SEFL17_MildStressor_g5(01) Box 1.wmv,min,post,3,108087,10,50,15,min_33,"(59400, 61200)",48.70277778,40.5
17,200729_SEFL17_MildStressor_g5(01) Box 1.wmv,min,post,4,108087,10,50,15,min_34,"(61200, 63000)",192.6061111,8.722222222
17,200729_SEFL17_MildStressor_g5(01) Box 1.wmv,min,post,5,108087,10,50,15,min_35,"(63000, 64800)",153.6177778,13.38888889
17,200729_SEFL17_MildStressor_g5(01) Box 1.wmv,min,post,6,108087,10,50,15,min_36,"(64800, 66600)",136.195,28.33333333
17,200729_SEFL17_MildStressor_g5(01) Box 1.wmv,min,post,7,108087,10,50,15,min_37,"(66600, 68400)",36.01833333,55.22222222
17,200729_SEFL17_MildStressor_g5(01) Box 1.wmv,min,post,8,108087,10,50,15,min_38,"(68400, 70200)",31.00277778,60.66666667
17,200729_SEFL17_MildStressor_g5(01) Box 1.wmv,min,post,9,108087,10,50,15,min_39,"(70200, 72000)",79.41888889,20.83333333
17,200729_SEFL17_MildStressor_g5(01) Box 1.wmv,min,post,10,108087,10,50,15,min_40,"(72000, 73800)",49.74333333,31.72222222
17,200729_SEFL17_MildStressor_g5(01) Box 1.wmv,min,post,11,108087,10,50,15,min_41,"(73800, 75600)",33.56166667,50.94444444
17,200729_SEFL17_MildStressor_g5(01) Box 1.wmv,min,post,12,108087,10,50,15,min_42,"(75600, 77400)",48.10444444,46.94444444
17,200729_SEFL17_MildStressor_g5(01) Box 1.wmv,min,post,13,108087,10,50,15,min_43,"(77400, 79200)",18.09444444,74.33333333
17,200729_SEFL17_MildStressor_g5(01) Box 1.wmv,min,post,14,108087,10,50,15,min_44,"(79200, 81000)",1.604444444,96.88888889
17,200729_SEFL17_MildStressor_g5(01) Box 1.wmv,min,post,15,108087,10,50,15,min_45,"(81000, 82800)",1.304444444,98.55555556
17,200729_SEFL17_MildStressor_g5(01) Box 1.wmv,min,post,16,108087,10,50,15,min_46,"(82800, 84600)",0.779444444,99.66666667
17,200729_SEFL17_MildStressor_g5(01) Box 1.wmv,min,post,17,108087,10,50,15,min_47,"(84600, 86400)",0.024444444,100
17,200729_SEFL17_MildStressor_g5(01) Box 1.wmv,min,post,18,108087,10,50,15,min_48,"(86400, 88200)",0.023888889,100
17,200729_SEFL17_MildStressor_g5(01) Box 1.wmv,min,post,19,108087,10,50,15,min_49,"(88200, 90000)",2.282777778,98.5
17,200729_SEFL17_MildStressor_g5(01) Box 1.wmv,min,post,20,108087,10,50,15,min_50,"(90000, 91800)",0.008333333,100
17,200729_SEFL17_MildStressor_g5(01) Box 1.wmv,min,post,21,108087,10,50,15,min_51,"(91800, 93600)",0.343888889,99.77777778
17,200729_SEFL17_MildStressor_g5(01) Box 1.wmv,min,post,22,108087,10,50,15,min_52,"(93600, 95400)",0.024444444,100
17,200729_SEFL17_MildStressor_g5(01) Box 1.wmv,min,post,23,108087,10,50,15,min_53,"(95400, 97200)",0.356111111,99.88888889
17,200729_SEFL17_MildStressor_g5(01) Box 1.wmv,min,post,24,108087,10,50,15,min_54,"(97200, 99000)",0.046666667,100
17,200729_SEFL17_MildStressor_g5(01) Box 1.wmv,min,post,25,108087,10,50,15,min_55,"(99000, 100800)",0.028888889,100
17,200729_SEFL17_MildStressor_g5(01) Box 1.wmv,min,post,26,108087,10,50,15,min_56,"(100800, 102600)",0.146666667,100
17,200729_SEFL17_MildStressor_g5(01) Box 1.wmv,min,post,27,108087,10,50,15,min_57,"(102600, 104400)",0.119444444,100
17,200729_SEFL17_MildStressor_g5(01) Box 1.wmv,min,post,28,108087,10,50,15,min_58,"(104400, 106200)",4.26,93
17,200729_SEFL17_MildStressor_g5(01) Box 1.wmv,min,post,29,108087,10,50,15,min_59,"(106200, 108000)",5.134444444,88.66666667
17,200729_SEFL17_MildStressor_g5(01) Box 1.wmv,noise,pre,-10,108087,10,50,15,sec_1790.0,"(53700, 53706)",0,100
17,200729_SEFL17_MildStressor_g5(01) Box 1.wmv,noise,pre,-9.8,108087,10,50,15,sec_1790.2,"(53706, 53712)",0,100
17,200729_SEFL17_MildStressor_g5(01) Box 1.wmv,noise,pre,-9.6,108087,10,50,15,sec_1790.4,"(53712, 53718)",0,100
17,200729_SEFL17_MildStressor_g5(01) Box 1.wmv,noise,pre,-9.4,108087,10,50,15,sec_1790.6,"(53718, 53724)",0,100
17,200729_SEFL17_MildStressor_g5(01) Box 1.wmv,noise,pre,-9.2,108087,10,50,15,sec_1790.8,"(53724, 53730)",0,100
17,200729_SEFL17_MildStressor_g5(01) Box 1.wmv,noise,pre,-9,108087,10,50,15,sec_1791.0,"(53730, 53736)",0,100
17,200729_SEFL17_MildStressor_g5(01) Box 1.wmv,noise,pre,-8.8,108087,10,50,15,sec_1791.2,"(53736, 53742)",0,100
17,200729_SEFL17_MildStressor_g5(01) Box 1.wmv,noise,pre,-8.6,108087,10,50,15,sec_1791.4,"(53742, 53748)",0,100
17,200729_SEFL17_MildStressor_g5(01) Box 1.wmv,noise,pre,-8.4,108087,10,50,15,sec_1791.6,"(53748, 53754)",0,100
17,200729_SEFL17_MildStressor_g5(01) Box 1.wmv,noise,pre,-8.2,108087,10,50,15,sec_1791.8,"(53754, 53760)",0,100
17,200729_SEFL17_MildStressor_g5(01) Box 1.wmv,noise,pre,-8,108087,10,50,15,sec_1792.0,"(53760, 53766)",0.5,100
17,200729_SEFL17_MildStressor_g5(01) Box 1.wmv,noise,pre,-7.8,108087,10,50,15,sec_1792.2,"(53766, 53772)",0,100
17,200729_SEFL17_MildStressor_g5(01) Box 1.wmv,noise,pre,-7.6,108087,10,50,15,sec_1792.4,"(53772, 53778)",0,100
17,200729_SEFL17_MildStressor_g5(01) Box 1.wmv,noise,pre,-7.4,108087,10,50,15,sec_1792.6,"(53778, 53784)",0,100
17,200729_SEFL17_MildStressor_g5(01) Box 1.wmv,noise,pre,-7.2,108087,10,50,15,sec_1792.8,"(53784, 53790)",0,100
17,200729_SEFL17_MildStressor_g5(01) Box 1.wmv,noise,pre,-7,108087,10,50,15,sec_1793.0,"(53790, 53796)",0,100
17,200729_SEFL17_MildStressor_g5(01) Box 1.wmv,noise,pre,-6.8,108087,10,50,15,sec_1793.2,"(53796, 53802)",0,100
17,200729_SEFL17_MildStressor_g5(01) Box 1.wmv,noise,pre,-6.6,108087,10,50,15,sec_1793.4,"(53802, 53808)",0,100
17,200729_SEFL17_MildStressor_g5(01) Box 1.wmv,noise,pre,-6.4,108087,10,50,15,sec_1793.6,"(53808, 53814)",0,100
17,200729_SEFL17_MildStressor_g5(01) Box 1.wmv,noise,pre,-6.2,108087,10,50,15,sec_1793.8,"(53814, 53820)",0,100
17,200729_SEFL17_MildStressor_g5(01) Box 1.wmv,noise,pre,-6,108087,10,50,15,sec_1794.0,"(53820, 53826)",0,100
17,200729_SEFL17_MildStressor_g5(01) Box 1.wmv,noise,pre,-5.8,108087,10,50,15,sec_1794.2,"(53826, 53832)",0,100
17,200729_SEFL17_MildStressor_g5(01) Box 1.wmv,noise,pre,-5.6,108087,10,50,15,sec_1794.4,"(53832, 53838)",0,100
17,200729_SEFL17_MildStressor_g5(01) Box 1.wmv,noise,pre,-5.4,108087,10,50,15,sec_1794.6,"(53838, 53844)",0,100
17,200729_SEFL17_MildStressor_g5(01) Box 1.wmv,noise,pre,-5.2,108087,10,50,15,sec_1794.8,"(53844, 53850)",0,100
17,200729_SEFL17_MildStressor_g5(01) Box 1.wmv,noise,pre,-5,108087,10,50,15,sec_1795.0,"(53850, 53856)",0,100
17,200729_SEFL17_MildStressor_g5(01) Box 1.wmv,noise,pre,-4.8,108087,10,50,15,sec_1795.2,"(53856, 53862)",0,100
17,200729_SEFL17_MildStressor_g5(01) Box 1.wmv,noise,pre,-4.6,108087,10,50,15,sec_1795.4,"(53862, 53868)",0,100
17,200729_SEFL17_MildStressor_g5(01) Box 1.wmv,noise,pre,-4.4,108087,10,50,15,sec_1795.6,"(53868, 53874)",0,100
17,200729_SEFL17_MildStressor_g5(01) Box 1.wmv,noise,pre,-4.2,108087,10,50,15,sec_1795.8,"(53874, 53880)",0,100
17,200729_SEFL17_MildStressor_g5(01) Box 1.wmv,noise,pre,-4,108087,10,50,15,sec_1796.0,"(53880, 53886)",0,100
17,200729_SEFL17_MildStressor_g5(01) Box 1.wmv,noise,pre,-3.8,108087,10,50,15,sec_1796.2,"(53886, 53892)",0,100
17,200729_SEFL17_MildStressor_g5(01) Box 1.wmv,noise,pre,-3.6,108087,10,50,15,sec_1796.4,"(53892, 53898)",0,100
17,200729_SEFL17_MildStressor_g5(01) Box 1.wmv,noise,pre,-3.4,108087,10,50,15,sec_1796.6,"(53898, 53904)",0,100
17,200729_SEFL17_MildStressor_g5(01) Box 1.wmv,noise,pre,-3.2,108087,10,50,15,sec_1796.8,"(53904, 53910)",0,100
17,200729_SEFL17_MildStressor_g5(01) Box 1.wmv,noise,pre,-3,108087,10,50,15,sec_1797.0,"(53910, 53916)",0,100
17,200729_SEFL17_MildStressor_g5(01) Box 1.wmv,noise,pre,-2.8,108087,10,50,15,sec_1797.2,"(53916, 53922)",0,100
17,200729_SEFL17_MildStressor_g5(01) Box 1.wmv,noise,pre,-2.6,108087,10,50,15,sec_1797.4,"(53922, 53928)",0,100
17,200729_SEFL17_MildStressor_g5(01) Box 1.wmv,noise,pre,-2.4,108087,10,50,15,sec_1797.6,"(53928, 53934)",0,100
17,200729_SEFL17_MildStressor_g5(01) Box 1.wmv,noise,pre,-2.2,108087,10,50,15,sec_1797.8,"(53934, 53940)",0,100
17,200729_SEFL17_MildStressor_g5(01) Box 1.wmv,noise,pre,-2,108087,10,50,15,sec_1798.0,"(53940, 53946)",0,100
17,200729_SEFL17_MildStressor_g5(01) Box 1.wmv,noise,pre,-1.8,108087,10,50,15,sec_1798.2,"(53946, 53952)",0.166666667,100
17,200729_SEFL17_MildStressor_g5(01) Box 1.wmv,noise,pre,-1.6,108087,10,50,15,sec_1798.4,"(53952, 53958)",0,100
17,200729_SEFL17_MildStressor_g5(01) Box 1.wmv,noise,pre,-1.4,108087,10,50,15,sec_1798.6,"(53958, 53964)",0.166666667,100
17,200729_SEFL17_MildStressor_g5(01) Box 1.wmv,noise,pre,-1.2,108087,10,50,15,sec_1798.8,"(53964, 53970)",0,100
17,200729_SEFL17_MildStressor_g5(01) Box 1.wmv,noise,pre,-1,108087,10,50,15,sec_1799.0,"(53970, 53976)",0,100
17,200729_SEFL17_MildStressor_g5(01) Box 1.wmv,noise,pre,-0.8,108087,10,50,15,sec_1799.2,"(53976, 53982)",0,100
17,200729_SEFL17_MildStressor_g5(01) Box 1.wmv,noise,pre,-0.6,108087,10,50,15,sec_1799.4,"(53982, 53988)",0,100
17,200729_SEFL17_MildStressor_g5(01) Box 1.wmv,noise,pre,-0.4,108087,10,50,15,sec_1799.6,"(53988, 53994)",0,100
17,200729_SEFL17_MildStressor_g5(01) Box 1.wmv,noise,pre,-0.2,108087,10,50,15,sec_1799.8,"(53994, 54000)",0,100
17,200729_SEFL17_MildStressor_g5(01) Box 1.wmv,noise,noise,-4.09E-14,108087,10,50,15,sec_1800.0,"(54000, 54006)",552.3333333,33.33333333
17,200729_SEFL17_MildStressor_g5(01) Box 1.wmv,noise,noise,0.2,108087,10,50,15,sec_1800.2,"(54006, 54012)",639.6666667,0
17,200729_SEFL17_MildStressor_g5(01) Box 1.wmv,noise,noise,0.4,108087,10,50,15,sec_1800.4,"(54012, 54018)",602.8333333,0
17,200729_SEFL17_MildStressor_g5(01) Box 1.wmv,noise,noise,0.6,108087,10,50,15,sec_1800.6,"(54018, 54024)",775.1666667,0
17,200729_SEFL17_MildStressor_g5(01) Box 1.wmv,noise,noise,0.8,108087,10,50,15,sec_1800.8,"(54024, 54030)",142.3333333,33.33333333
17,200729_SEFL17_MildStressor_g5(01) Box 1.wmv,noise,noise,1,108087,10,50,15,sec_1801.0,"(54030, 54036)",8.5,100
17,200729_SEFL17_MildStressor_g5(01) Box 1.wmv,noise,noise,1.2,108087,10,50,15,sec_1801.2,"(54036, 54042)",3.833333333,100
17,200729_SEFL17_MildStressor_g5(01) Box 1.wmv,noise,noise,1.4,108087,10,50,15,sec_1801.4,"(54042, 54048)",2.5,100
17,200729_SEFL17_MildStressor_g5(01) Box 1.wmv,noise,noise,1.6,108087,10,50,15,sec_1801.6,"(54048, 54054)",10.33333333,100
17,200729_SEFL17_MildStressor_g5(01) Box 1.wmv,noise,noise,1.8,108087,10,50,15,sec_1801.8,"(54054, 54060)",413,16.66666667
17,200729_SEFL17_MildStressor_g5(01) Box 1.wmv,noise,noise,2,108087,10,50,15,sec_1802.0,"(54060, 54066)",70.5,50
17,200729_SEFL17_MildStressor_g5(01) Box 1.wmv,noise,noise,2.2,108087,10,50,15,sec_1802.2,"(54066, 54072)",0,100
17,200729_SEFL17_MildStressor_g5(01) Box 1.wmv,noise,noise,2.4,108087,10,50,15,sec_1802.4,"(54072, 54078)",0,100
17,200729_SEFL17_MildStressor_g5(01) Box 1.wmv,noise,noise,2.6,108087,10,50,15,sec_1802.6,"(54078, 54084)",0,100
17,200729_SEFL17_MildStressor_g5(01) Box 1.wmv,noise,noise,2.8,108087,10,50,15,sec_1802.8,"(54084, 54090)",0,100
17,200729_SEFL17_MildStressor_g5(01) Box 1.wmv,noise,post,3,108087,10,50,15,sec_1803.0,"(54090, 54096)",0,100
17,200729_SEFL17_MildStressor_g5(01) Box 1.wmv,noise,post,3.2,108087,10,50,15,sec_1803.2,"(54096, 54102)",0,100
17,200729_SEFL17_MildStressor_g5(01) Box 1.wmv,noise,post,3.4,108087,10,50,15,sec_1803.4,"(54102, 54108)",0,100
17,200729_SEFL17_MildStressor_g5(01) Box 1.wmv,noise,post,3.6,108087,10,50,15,sec_1803.6,"(54108, 54114)",0,100
17,200729_SEFL17_MildStressor_g5(01) Box 1.wmv,noise,post,3.8,108087,10,50,15,sec_1803.8,"(54114, 54120)",0,100
17,200729_SEFL17_MildStressor_g5(01) Box 1.wmv,noise,post,4,108087,10,50,15,sec_1804.0,"(54120, 54126)",0,100
17,200729_SEFL17_MildStressor_g5(01) Box 1.wmv,noise,post,4.2,108087,10,50,15,sec_1804.2,"(54126, 54132)",0,100
17,200729_SEFL17_MildStressor_g5(01) Box 1.wmv,noise,post,4.4,108087,10,50,15,sec_1804.4,"(54132, 54138)",0,100
17,200729_SEFL17_MildStressor_g5(01) Box 1.wmv,noise,post,4.6,108087,10,50,15,sec_1804.6,"(54138, 54144)",0,100
17,200729_SEFL17_MildStressor_g5(01) Box 1.wmv,noise,post,4.8,108087,10,50,15,sec_1804.8,"(54144, 54150)",0,100
17,200729_SEFL17_MildStressor_g5(01) Box 1.wmv,noise,post,5,108087,10,50,15,sec_1805.0,"(54150, 54156)",14,83.33333333
17,200729_SEFL17_MildStressor_g5(01) Box 1.wmv,noise,post,5.2,108087,10,50,15,sec_1805.2,"(54156, 54162)",0,100
17,200729_SEFL17_MildStressor_g5(01) Box 1.wmv,noise,post,5.4,108087,10,50,15,sec_1805.4,"(54162, 54168)",0,100
17,200729_SEFL17_MildStressor_g5(01) Box 1.wmv,noise,post,5.6,108087,10,50,15,sec_1805.6,"(54168, 54174)",3,100
17,200729_SEFL17_MildStressor_g5(01) Box 1.wmv,noise,post,5.8,108087,10,50,15,sec_1805.8,"(54174, 54180)",7.166666667,100
17,200729_SEFL17_MildStressor_g5(01) Box 1.wmv,noise,post,6,108087,10,50,15,sec_1806.0,"(54180, 54186)",0,100
17,200729_SEFL17_MildStressor_g5(01) Box 1.wmv,noise,post,6.2,108087,10,50,15,sec_1806.2,"(54186, 54192)",0,100
17,200729_SEFL17_MildStressor_g5(01) Box 1.wmv,noise,post,6.4,108087,10,50,15,sec_1806.4,"(54192, 54198)",0,100
17,200729_SEFL17_MildStressor_g5(01) Box 1.wmv,noise,post,6.6,108087,10,50,15,sec_1806.6,"(54198, 54204)",0,100
17,200729_SEFL17_MildStressor_g5(01) Box 1.wmv,noise,post,6.8,108087,10,50,15,sec_1806.8,"(54204, 54210)",0,100
17,200729_SEFL17_MildStressor_g5(01) Box 1.wmv,noise,post,7,108087,10,50,15,sec_1807.0,"(54210, 54216)",0,100
17,200729_SEFL17_MildStressor_g5(01) Box 1.wmv,noise,post,7.2,108087,10,50,15,sec_1807.2,"(54216, 54222)",0,100
17,200729_SEFL17_MildStressor_g5(01) Box 1.wmv,noise,post,7.4,108087,10,50,15,sec_1807.4,"(54222, 54228)",33.5,66.66666667
17,200729_SEFL17_MildStressor_g5(01) Box 1.wmv,noise,post,7.6,108087,10,50,15,sec_1807.6,"(54228, 54234)",0,100
17,200729_SEFL17_MildStressor_g5(01) Box 1.wmv,noise,post,7.8,108087,10,50,15,sec_1807.8,"(54234, 54240)",0,100
